start-date,end_date,task-id,status
1991-02-01,1991-03-01,YVOZKOCOJ7AK7R3SE6OSAX7U,SUBMITTED
1991-03-01,1991-04-01,U6R3VC53WYHQJASNFRLAZ4X7,SUBMITTED
1991-04-01,1991-05-01,VHIPJZFJF4247NPI3U3VGRY6,SUBMITTED
1991-05-01,1991-06-01,UDRBCUPHJ4QDSHVWJF4WI3ZY,SUBMITTED
1991-06-01,1991-07-01,7WG4LXY53C3UQSZ3HRAK2TFE,SUBMITTED
1991-07-01,1991-08-01,7LWWJPC2QLZT2UEMKP4VW2WH,SUBMITTED
1991-08-01,1991-09-01,ZYCJJ6IFYMD5ZQDMOTEMAJKV,SUBMITTED
1991-09-01,1991-10-01,PEDVU5M4222RMUHAL37EWQOX,SUBMITTED
1991-10-01,1991-11-01,5YEDDESBOR7ZWUOJWUSD5UPP,SUBMITTED
1991-11-01,1991-12-01,NV57YL7ZQ5TXEKD7RWH4NYZI,SUBMITTED
1991-12-01,1992-01-01,CUAFQZLLHVKPY3XH543KM76E,SUBMITTED
1992-01-01,1992-02-01,M7NQNNIQURZPC75EZAN3SVCE,SUBMITTED
1992-02-01,1992-03-01,OLS5ZIGXHIVWFCOWF6P7YEVP,SUBMITTED
1992-03-01,1992-04-01,P7JO2J7ZKZCZ374NHD2S6YLA,SUBMITTED
1992-04-01,1992-05-01,5SVR33HDZP3G7HILRKRJBD73,SUBMITTED
1992-05-01,1992-06-01,6E25PTH5EMKP63D5Q7GU2V3Y,SUBMITTED
1992-06-01,1992-07-01,CSSHWYEWBLQL56X7UY5HCXH4,SUBMITTED
1992-07-01,1992-08-01,TTDIBR7OBO24UO7QB3YIPASO,SUBMITTED
1992-08-01,1992-09-01,LCV5T2B3ME4YOHSVVWQLZ36N,SUBMITTED
1992-09-01,1992-10-01,3LP6JB3ZV43YPWFMT6TANJH7,SUBMITTED
1992-10-01,1992-11-01,VBIXBCDJDZOBXOXZHJSDNI5O,SUBMITTED
1992-11-01,1992-12-01,A32M3FGE3N3VPBB36VUK5OMI,SUBMITTED
1992-12-01,1993-01-01,TKMSB6D2XCSUEHUHOO3OCFLC,SUBMITTED
1993-01-01,1993-02-01,RNN3JXJQWJCAHDUEZTFXU3XW,SUBMITTED
1993-02-01,1993-03-01,LC3LB3SN7RATKE5OSFJIZSBT,SUBMITTED
1993-03-01,1993-04-01,XMQFATF5ESJUQX7ACXE6COQS,SUBMITTED
1993-04-01,1993-05-01,YHNRF6PDPFNALCM2SOLU2AA6,SUBMITTED
1993-05-01,1993-06-01,B4CYNW6MLVBPRQ6M3CCB4AVG,SUBMITTED
1993-06-01,1993-07-01,B32WB3NSJGRMNA6DDKTNVHEZ,SUBMITTED
1993-07-01,1993-08-01,AM4R3PUVSJKKU2JNH3SKNK4K,SUBMITTED
1993-08-01,1993-09-01,BNR77SHNN64CC4U2XPO236QV,SUBMITTED
1993-09-01,1993-10-01,5NKGO44AYH5UVHIV62KYHRNY,SUBMITTED
1993-10-01,1993-11-01,XDI42VFQRBU4LBM2WV4GS4AN,SUBMITTED
1993-11-01,1993-12-01,VPOP4ZNYCALCYXYQHKPWXTIP,SUBMITTED
1993-12-01,1994-01-01,5P54B27EPMUUWQXB53GUH5ES,SUBMITTED
1994-01-01,1994-02-01,II7IWIZIPNRNMAZB662HBY3H,SUBMITTED
1994-02-01,1994-03-01,IE4FEJPZQFWVTKP3GEZQDJOD,SUBMITTED
1994-03-01,1994-04-01,6XQ3GZNDBWY3CMGWGIWK6HWR,SUBMITTED
1994-04-01,1994-05-01,RN2D3U6T2QVP7QYYZWM2QCJP,SUBMITTED
1994-05-01,1994-06-01,5INV5VXCSBCKYNCDXCXJUP4Y,SUBMITTED
1994-06-01,1994-07-01,Q6DJLREBPZVMSUTCIAOE37ZC,SUBMITTED
1994-07-01,1994-08-01,4J5AL7B3F3LZJ7K6PNRDE55E,SUBMITTED
1994-08-01,1994-09-01,ZDH3TPKMVBWURY5LK4ASCHFN,SUBMITTED
1994-09-01,1994-10-01,J6GONM43GIVWQBOM72J7ATEA,SUBMITTED
1994-10-01,1994-11-01,U4ABJXHPQOIUAMAVQ4IQICRG,SUBMITTED
1994-11-01,1994-12-01,MKEO2MO6RVINQVPVWUJEUNC4,SUBMITTED
1994-12-01,1995-01-01,BEOZ2HZZVRWAO7BYYIW6YBTN,SUBMITTED
1995-01-01,1995-02-01,TJQSLPG3JKV2NJASWD7WNCEJ,SUBMITTED
1995-02-01,1995-03-01,QBCKCMRLPJKTC3I7UYGSPF43,SUBMITTED
1995-03-01,1995-04-01,ZMNOKMFDXPLJKXH2HAKWQ6QE,SUBMITTED
1995-04-01,1995-05-01,B65NKNMQCBBO3AVJONFJNAY3,SUBMITTED
1995-05-01,1995-06-01,YBQLPRIIJ7V3IPZ2DO5SS64D,SUBMITTED
1995-06-01,1995-07-01,MYB64MMPWSQBEACA7JMIAEIM,SUBMITTED
1995-07-01,1995-08-01,BL6HGYTIC7IHNMAVPAJNXFZX,SUBMITTED
1995-08-01,1995-09-01,WIH6MFD5YTUNMPM6KFEZAYZZ,SUBMITTED
1995-09-01,1995-10-01,RTURUTFAN5TCFVT2YHTDOLHL,SUBMITTED
1995-10-01,1995-11-01,M2NFTDF2Y2ELNGUUSTBKEH6P,SUBMITTED
1995-11-01,1995-12-01,M65NALGREUWUJELA4TTKCJ4F,SUBMITTED
1995-12-01,1996-01-01,UDM4DRG2WDWGKILNUXCTCLNW,SUBMITTED
1996-01-01,1996-02-01,3XF2T2U6UJJCM4U3IN7JBAIT,SUBMITTED
1996-02-01,1996-03-01,H7SHBQVWPOXNWT67BDXF4NYB,SUBMITTED
1996-03-01,1996-04-01,46BRSSYTLVWLDV7LWZDWMZTU,SUBMITTED
1996-04-01,1996-05-01,6FV44T4QUS3XYZALWHH4RJUG,SUBMITTED
1996-05-01,1996-06-01,47MLB53U5NRACUXXE5DIRX4K,SUBMITTED
1996-06-01,1996-07-01,UJS5DTQLED5FG34I3CCEFZWW,SUBMITTED
1996-07-01,1996-08-01,P32QGIHRFXDFICYVIFN3HFMF,SUBMITTED
1996-08-01,1996-09-01,6FLKAWYNUSRIK2MRPSAOC5PI,SUBMITTED
1996-09-01,1996-10-01,SK46MXN64UEP4UZK5UKVWQ4H,SUBMITTED
1996-10-01,1996-11-01,V4OLQUHVFYBEYV5U4HSZJ5WN,SUBMITTED
1996-11-01,1996-12-01,A6GB2NN77YALJWOTNOXDFKNW,SUBMITTED
1996-12-01,1997-01-01,Z7WO6FR3JP7XXSYFNN57LGNQ,SUBMITTED
1997-01-01,1997-02-01,7NBKW7ASMLV5XEWZMS67OTGP,SUBMITTED
1997-02-01,1997-03-01,DUMDXDKETJ6YO6OA26YG2Z7F,SUBMITTED
1997-03-01,1997-04-01,UQAPVPVSV2HNOMFUOSLP7OHG,SUBMITTED
1997-04-01,1997-05-01,GZAXSOJFGC7YAZZQ3MSEAZ3Y,SUBMITTED
1997-05-01,1997-06-01,RD4FISS4AYMJMT3N3YRTA2XW,SUBMITTED
1997-06-01,1997-07-01,56KL72KUEZPFKJZ5VR7SZEVM,SUBMITTED
1997-07-01,1997-08-01,BDEUDGBGGDG5WSCSXGCIXSWO,SUBMITTED
1997-08-01,1997-09-01,SLE5E6BDQ3BMMWDSPE5DZ2TM,SUBMITTED
1997-09-01,1997-10-01,QWDBSZ7JPZZPCSNFICJ7JMDY,SUBMITTED
1997-10-01,1997-11-01,BZIYA76DB6BTX5UB7EMZHQWI,SUBMITTED
1997-11-01,1997-12-01,PK7MGOGHMLUACJCNOKNYO4ZO,SUBMITTED
1997-12-01,1998-01-01,FFXDN66XEKMANC3ZNCP4NP7M,SUBMITTED
1998-01-01,1998-02-01,VOZUVEKM2TYWCRHEJ3UQ3CZU,SUBMITTED
1998-02-01,1998-03-01,UDGWSTGFUXCHZFHNFC75DW6B,SUBMITTED
1998-03-01,1998-04-01,7EERWFANMAB74JKJYVNWVIA7,SUBMITTED
1998-04-01,1998-05-01,KMQGETZFAFHZFUUHC6U6LQIY,SUBMITTED
1998-05-01,1998-06-01,UEPARL7ZETI4BPF6CSCZ7XD7,SUBMITTED
1998-06-01,1998-07-01,CO6N23PFM6T3QS2KAK7GEXBV,SUBMITTED
1998-07-01,1998-08-01,IDRLXLMCKSF7LPM6XPB4HWUX,SUBMITTED
1998-08-01,1998-09-01,GA7QYIBH7SVOIYQBZ7P56GUF,SUBMITTED
1998-09-01,1998-10-01,GX6PXNDFXGO2YGGBBOXTAPVK,SUBMITTED
1998-10-01,1998-11-01,QWAC7SSEBMPSMFM7WHFSWWZH,SUBMITTED
1998-11-01,1998-12-01,Z4WLOL2RUTR55F7Y3UJJKFYW,SUBMITTED
1998-12-01,1999-01-01,CVRZDCGLFSQQR6H5RDLI3NZ3,SUBMITTED
1999-01-01,1999-02-01,L5DL5UDL6LXXM5U62LXBAAW3,SUBMITTED
1999-02-01,1999-03-01,CCYEO6GNKDF3YK64RRXSJ6R2,SUBMITTED
1999-03-01,1999-04-01,36CESZDOTGVF6UEFPSSYRSNT,SUBMITTED
1999-04-01,1999-05-01,YUKBYBZVJERY6LRPPQG2YUOV,SUBMITTED
1999-05-01,1999-06-01,YYWBPT6EB5VPS27OCIPNKTC3,SUBMITTED
1999-06-01,1999-07-01,7FIFGUSZUUYQLB7RQ6T6DTEN,SUBMITTED
1999-07-01,1999-08-01,NO5TPZXM4VQ4ZMHC65NYWGAT,SUBMITTED
1999-08-01,1999-09-01,G5STD6UVTE52R42OT7J7Q3YQ,SUBMITTED
1999-09-01,1999-10-01,OYW6HAKQCHYRLWNMIYZ74CEZ,SUBMITTED
1999-10-01,1999-11-01,FVGAPGVC7ZFZ5KS35V6XTNGJ,SUBMITTED
1999-11-01,1999-12-01,LDYOD4MHLF6XMAV2KBMB2XZN,SUBMITTED
1999-12-01,2000-01-01,7GH6ZG6XBUMQ43DYV2GO4XDD,SUBMITTED
2000-01-01,2000-02-01,LSSYYNSJBH6SUHCP2HSDBV62,SUBMITTED
2000-02-01,2000-03-01,2F3Y4O5MBFV43FZPXALG6RO4,SUBMITTED
2000-03-01,2000-04-01,FAQ5EY67WXB3YFABVOJ2TJAW,SUBMITTED
2000-04-01,2000-05-01,3KXPBVDJ5RST3L33RIVNDMHR,SUBMITTED
2000-05-01,2000-06-01,CO4H2AIGI6N3FVYOSLRZWKXQ,SUBMITTED
2000-06-01,2000-07-01,SFWID5F5GBBNRZJ2FON2IIYH,SUBMITTED
2000-07-01,2000-08-01,2WE7ABLEIOQUSEIAIQQCMY4G,SUBMITTED
2000-08-01,2000-09-01,WN5TJYZ2ZISQGULEYUX5XEPM,SUBMITTED
2000-09-01,2000-10-01,6VBVPWLQEZT7Q43A64J7KXA2,SUBMITTED
2000-10-01,2000-11-01,KIHESLXWDO5RXN7WRZ7NOS63,SUBMITTED
2000-11-01,2000-12-01,MOGRD2YCEV2BQF23WI4JWBBW,SUBMITTED
2000-12-01,2001-01-01,HF776GBGAPGI4NVE6QHQXOSG,SUBMITTED
2001-01-01,2001-02-01,FIKY7PWKZHVTYAE3ILO3BAXY,SUBMITTED
2001-02-01,2001-03-01,B4OY2AWSTU72NTWYU6KKCHGB,SUBMITTED
2001-03-01,2001-04-01,GQFPQC6QSOR6IJBDYFCMNPSN,SUBMITTED
2001-04-01,2001-05-01,WKKZG4MUDW6C6H5L5GVPXLMW,SUBMITTED
2001-05-01,2001-06-01,VAMOTL7FCAVZSK22MLQF5P6N,SUBMITTED
2001-06-01,2001-07-01,EUGZH5WNQYBIRVJO3Y5EWCPQ,SUBMITTED
2001-07-01,2001-08-01,F3UPJ5Z4NWDCEIDRZA47Q4B4,SUBMITTED
2001-08-01,2001-09-01,5MDUHB3V6NN2RW7S7D3BU5AH,SUBMITTED
2001-09-01,2001-10-01,6TN4T7UY34E6ZZBS66TVIORC,SUBMITTED
2001-10-01,2001-11-01,YFAUPGALYBW4YE4VAWCVIDCG,SUBMITTED
2001-11-01,2001-12-01,C66LQCIY3ILN34PAW4XVL46W,SUBMITTED
2001-12-01,2002-01-01,2YS4C4JE7MBBFD4DYUVP2H2C,SUBMITTED
2002-01-01,2002-02-01,F7MCLQ4CCJG4ILV3GNIPX3O2,SUBMITTED
2002-02-01,2002-03-01,U6OQBYAMSBLIBAQZB3IHXBP4,SUBMITTED
2002-03-01,2002-04-01,FPC24J42BOBRH5S2AMCQGQME,SUBMITTED
2002-04-01,2002-05-01,OUIVALHF7DRDRJ3MHZUFNQFA,SUBMITTED
2002-05-01,2002-06-01,WJEH5LPGMNLJWPADXC2QSLOE,SUBMITTED
2002-06-01,2002-07-01,DA73C4GDDECYLSA545GLBZNB,SUBMITTED
2002-07-01,2002-08-01,O6Y2PXIGLPCOPXVPJY2AKHHX,SUBMITTED
2002-08-01,2002-09-01,ZVGOXPXMKX5E3DLMIX2NYBJA,SUBMITTED
2002-09-01,2002-10-01,2SMHTJC7CGNIIVE6RFYJI6HH,SUBMITTED
2002-10-01,2002-11-01,6V35FMUIP7L6VTXKVP5EWW2C,SUBMITTED
2002-11-01,2002-12-01,UFKIOEZBNKIEDBD3IMRXS6YR,SUBMITTED
2002-12-01,2003-01-01,EUQN7DMZBCHHNZGH527WRPTJ,SUBMITTED
2003-01-01,2003-02-01,4F4S2AJJARJ24XGGWINPJK5B,SUBMITTED
2003-02-01,2003-03-01,OJEHDNX4M35UPAL7AT23OZB3,SUBMITTED
2003-03-01,2003-04-01,QTA5ZTURSNQHND2YG6CNROYR,SUBMITTED
2003-04-01,2003-05-01,5PDHTHQWGHTZKX7L7L57RE3W,SUBMITTED
2003-05-01,2003-06-01,KH6PSGLDY36HDJAHYSMJWPTU,SUBMITTED
2003-06-01,2003-07-01,EKOVBZQ7X4I7YCNTIVMADQFB,SUBMITTED
2003-07-01,2003-08-01,VNXVLQCERFEFRC22HEHTG4P2,SUBMITTED
2003-08-01,2003-09-01,3A3IT5AOCP5W5Q7Y3NFVYV3T,SUBMITTED
2003-09-01,2003-10-01,KN4KAKHSY7Q4LUAQKLCIRRIJ,SUBMITTED
2003-10-01,2003-11-01,2JPQMYNWOKQYY5RTPNU64WKY,SUBMITTED
2003-11-01,2003-12-01,YXQX53KC6RRDILLFTXDYD26N,SUBMITTED
2003-12-01,2004-01-01,XLFXB5LTR337DVNKKX2HRBIS,SUBMITTED
2004-01-01,2004-02-01,FT2C6V5N4QRTAR3NQLB4JITA,SUBMITTED
2004-02-01,2004-03-01,4QLOAVW626UWMML6W25YHYFF,SUBMITTED
2004-03-01,2004-04-01,OC44P5B7ILRPRRK2P3KQP25Q,SUBMITTED
2004-04-01,2004-05-01,BNVWZLDZAGLIVLJOPQT367DK,SUBMITTED
2004-05-01,2004-06-01,LSEYZAFJMKGRKUNKEJ2IJFLA,SUBMITTED
2004-06-01,2004-07-01,45XEXMVTJKTZFC4EA2NBEDFS,SUBMITTED
2004-07-01,2004-08-01,BF3JAXJWQNSB36UITSYUAUYA,SUBMITTED
2004-08-01,2004-09-01,344N5TU4F7P6OB35ONXORXGO,SUBMITTED
2004-09-01,2004-10-01,M7QRNG6GYNXF7ANRNU73M4A5,SUBMITTED
2004-10-01,2004-11-01,4ZWZVUYCJ63HHREIXURXILI5,SUBMITTED
2004-11-01,2004-12-01,KCKEMZYYKHOP2F254N3X5AQ7,SUBMITTED
2004-12-01,2005-01-01,XL4QEZBBOA7ZE77WOTUEG6V7,SUBMITTED
2005-01-01,2005-02-01,2F5ILIHLSBHRJYQ2QQ5OMGPW,SUBMITTED
2005-02-01,2005-03-01,2KVWIVKEIHUCJQVS5SDQAY2U,SUBMITTED
2005-03-01,2005-04-01,O5AVZ5PYICGNIONSDBFVLW53,SUBMITTED
2005-04-01,2005-05-01,7TXVOYEVKHESSDZNHP6I7TFK,SUBMITTED
2005-05-01,2005-06-01,OGA2W6VPPWRSMKW3MQA5BHHU,SUBMITTED
2005-06-01,2005-07-01,HYTMSMYFVLE6PHVB25Q2IMXV,SUBMITTED
2005-07-01,2005-08-01,MDKOOZ5MZA5BMPOVSPYMQZGI,SUBMITTED
2005-08-01,2005-09-01,WD6W4SV44JX6FHTABO3JA4AC,SUBMITTED
2005-09-01,2005-10-01,7LW5AIDTGA655BXRS3X2ZLUP,SUBMITTED
2005-10-01,2005-11-01,VLQWMSATZF2CI7MO36XSIG7D,SUBMITTED
2005-11-01,2005-12-01,6LT35KSSPC7BOU3O4R3JZQRJ,SUBMITTED
2005-12-01,2006-01-01,ZMBU4SZNT5FK5GAQRCACXQYS,SUBMITTED
