start-date,end_date,task-id,status
1983-07-01,1983-08-01,TIKK3TFJYJC525DG4F5WS2HH,SUBMITTED
1983-08-01,1983-09-01,SNKDAEEC3NJT5ZSIA5QUTILG,SUBMITTED
1983-09-01,1983-10-01,SIKOHG3KADAK3EJOTUHYIDF3,SUBMITTED
1983-10-01,1983-11-01,NRTYK5WL2Y6ALRW7Q7ZQ7XCY,SUBMITTED
1983-11-01,1983-12-01,VBXUMOMXXIBDRJ673VTIPCNR,SUBMITTED
1983-12-01,1984-01-01,KKIGUXRKRLRWYVWOGAJ34Q6H,SUBMITTED
1984-01-01,1984-02-01,M6K4LE63LVEMYEZHZ4JA4IVG,SUBMITTED
1984-02-01,1984-03-01,YJQZYELDMUBDWZBKXE2VEJZL,SUBMITTED
1984-03-01,1984-04-01,A2CCLANRDAVOVMW4YTKKTU42,SUBMITTED
1984-04-01,1984-05-01,F2PJPRQVXHGNWOCBKNT6FHUE,SUBMITTED
1984-05-01,1984-06-01,Q7CVLZSA4BBOJ7DEHHFVPOLX,SUBMITTED
1984-06-01,1984-07-01,2VUUBT4HHM3NFFA22O5QJ37M,SUBMITTED
1984-07-01,1984-08-01,EX3HEKCXPQXETACAPEDUO3ZK,SUBMITTED
1984-08-01,1984-09-01,NVCQDD23VO5SCFJEMALYLPJD,SUBMITTED
1984-09-01,1984-10-01,HPLBEEBZ4SRLSBTU4OZCXG3P,SUBMITTED
1984-10-01,1984-11-01,BKQBCTNAAN74CTQGPVH42CIP,SUBMITTED
1984-11-01,1984-12-01,4OMI347JYY3YXIRDQF6JPVXA,SUBMITTED
1984-12-01,1985-01-01,HWQY7ADIJ25M2ZZMBJ2O7PC6,SUBMITTED
1985-01-01,1985-02-01,MBQBVKJAODP7U7QGU4ZHNBG5,SUBMITTED
1985-02-01,1985-03-01,ZYKIQYHGWAOK2CJ5FUBDDPIO,SUBMITTED
1985-03-01,1985-04-01,KF2FPR57L7ONL3Z7Q23HHHE2,SUBMITTED
1985-04-01,1985-05-01,ELP2EF56A2VIFZSW5NMOIQ56,SUBMITTED
1985-05-01,1985-06-01,JK5JIL7K4ITMVYB7DO3FM3HN,SUBMITTED
1985-06-01,1985-07-01,UKDWGYY4BR6XI34RFIJ5ZZRE,SUBMITTED
1985-07-01,1985-08-01,4TL3JICGHYMITH4LVWOKC77E,SUBMITTED
1985-08-01,1985-09-01,4JRZ73QV3OLOFMMJUJRDJIYR,SUBMITTED
1985-09-01,1985-10-01,WCIRRMZOXLAXOKS3NWXSCKMV,SUBMITTED
1985-10-01,1985-11-01,3ZQOCISKFUR3HUB4ATX4EJ6M,SUBMITTED
1985-11-01,1985-12-01,5DXBSGSMVZIYNFMGNFLBR5JS,SUBMITTED
1985-12-01,1986-01-01,SGYKPKZND4LEWIFAYZCJPILU,SUBMITTED
1986-01-01,1986-02-01,FQ22A4MUWHWEPNZK2RGXBWV5,SUBMITTED
1986-02-01,1986-03-01,4RBN3G3NIJSNEEX4VQEECMMS,SUBMITTED
1986-03-01,1986-04-01,NOTZQNVHFLNJIE5QDHVZ6EEB,SUBMITTED
1986-04-01,1986-05-01,CQ5LT3LUYORE4I7SJTEHD4EX,SUBMITTED
1986-05-01,1986-06-01,RPBIJVEQAJUVD4OC4OY4Z6GO,SUBMITTED
1986-06-01,1986-07-01,UIKIRZRD2DRNNAGA2VGUZATT,SUBMITTED
1986-07-01,1986-08-01,G2VS5PVO4GV4IQVDFB4ZII25,SUBMITTED
1986-08-01,1986-09-01,YJ3Q7TX3FCALAYIMHOTNY5WV,SUBMITTED
1986-09-01,1986-10-01,LZONKWE3KWD4BDAB42WCH62A,SUBMITTED
1986-10-01,1986-11-01,W4YMTGVIIQ6ICY4SSNR7YBJV,SUBMITTED
1986-11-01,1986-12-01,GY3LUMAETGMYD64ZEBA7EJO7,SUBMITTED
1986-12-01,1987-01-01,NYN3YONTOJYEO5LBTGCMFA6E,SUBMITTED
1987-01-01,1987-02-01,G53HMBKRRLXT3I2O2K32DRKO,SUBMITTED
1987-02-01,1987-03-01,UEVINYRHMQ26L2KETIHBBAES,SUBMITTED
1987-03-01,1987-04-01,SQRQMDT5KSVVDWZURQ3RSCGX,SUBMITTED
1987-04-01,1987-05-01,6JI453LWMOYKIIAFDG2B2VEJ,SUBMITTED
1987-05-01,1987-06-01,C2LRU6L7DQH5U4YLXOC7U7TY,SUBMITTED
1987-06-01,1987-07-01,B66Z3SKMDHP5RW4JWIME2PUV,SUBMITTED
1987-07-01,1987-08-01,3PVYF4RBJF6O7JOHEJZTTF35,SUBMITTED
1987-08-01,1987-09-01,XQSJHWV42U3XIFMDUB5D3SQL,SUBMITTED
1987-09-01,1987-10-01,DZT6V4UXSFDVYAKET4VH3EBP,SUBMITTED
1987-10-01,1987-11-01,QBTOG6WDCYGI4FLFY7L7MRQ5,SUBMITTED
1987-11-01,1987-12-01,GNCIINSHCFX5IMRBSNZQUNYS,SUBMITTED
1987-12-01,1988-01-01,CVHEV4AU4VW6HPTLABLS4576,SUBMITTED
1988-01-01,1988-02-01,6TSJMU47S2B7ONGWZWSURTEM,SUBMITTED
1988-02-01,1988-03-01,T2JUUCGSVROFOGWVBHTFRIYW,SUBMITTED
1988-03-01,1988-04-01,YGPDPVTH2QIML7PDMM6V3XZZ,SUBMITTED
1988-04-01,1988-05-01,4ROIGZS4PADYTHBHR63WUC6V,SUBMITTED
1988-05-01,1988-06-01,Z3C67PMAJGFQ5SCMBEJJNS3H,SUBMITTED
1988-06-01,1988-07-01,6D7UJ6OWUMMINKPBD7TC24DX,SUBMITTED
1988-07-01,1988-08-01,IZ7FHMZUJICMBXJL2Q3LUPQC,SUBMITTED
1988-08-01,1988-09-01,DJ7YJTH2G2PCY5ZDW224AHKB,SUBMITTED
1988-09-01,1988-10-01,OYP5FWNYDPCLYQZIXXAHWAEZ,SUBMITTED
1988-10-01,1988-11-01,Q5WKFA3UGK2K4AER65SLB2D3,SUBMITTED
1988-11-01,1988-12-01,7S77CUPHLMTFGG4NTE6NEW67,SUBMITTED
1988-12-01,1989-01-01,WEHXHEGLD62G2ASPWMRMGHG6,SUBMITTED
1989-01-01,1989-02-01,4VNJXQKDIQUMWEKUHB7DFBF2,SUBMITTED
1989-02-01,1989-03-01,HTYHPV2LWUACM24XRO2PACLW,SUBMITTED
1989-03-01,1989-04-01,3PZVNBPY4J3CMB2N5YPR4RMY,SUBMITTED
1989-04-01,1989-05-01,4RI3O6DBSXBWEZMBSQFA2VPK,SUBMITTED
1989-05-01,1989-06-01,2GI435GZVFM4O77UMRCNI7KZ,SUBMITTED
1989-06-01,1989-07-01,LPTNQKSRB7CGKAIAKZDGIWGL,SUBMITTED
1989-07-01,1989-08-01,7OYRMII7UDI5IB3ZC5AES5OF,SUBMITTED
1989-08-01,1989-09-01,5RE7GW2MUQIVUTWTOU7DTFDV,SUBMITTED
1989-09-01,1989-10-01,DMBXZTFKWSIAXUFJCEWLCX4A,SUBMITTED
1989-10-01,1989-11-01,7DWK3NPPYKM5M4CFRNRUC5EU,SUBMITTED
1989-11-01,1989-12-01,JAXUXPG7TEN7D2RYJVKEX2OI,SUBMITTED
1989-12-01,1990-01-01,RV5L4UKO5Z7PAIOUEVHFFKJC,SUBMITTED
1990-01-01,1990-02-01,GOKBZJHZV674525SQFH2DDH7,SUBMITTED
1990-02-01,1990-03-01,OJLYITEJ7CQBEPHN2AF66LCQ,SUBMITTED
1990-03-01,1990-04-01,SNB5VFMSBXBKIMZNHB35VPYQ,SUBMITTED
1990-04-01,1990-05-01,ICT2WSWWLYQ6DCIR76FM4PGR,SUBMITTED
1990-05-01,1990-06-01,KDL6ERZ7WGAUX6A7PLNRSYMA,SUBMITTED
1990-06-01,1990-07-01,SQSXVE6TIFDYCGIIOXL4CUWE,SUBMITTED
1990-07-01,1990-08-01,RRB6SAPC2IV73HKKKA3YNUTM,SUBMITTED
1990-08-01,1990-09-01,MFSMQ6FF7FP22CFAH734KNKV,SUBMITTED
1990-09-01,1990-10-01,MJN3SVJZ7DPHKEG4TKXX5GBI,SUBMITTED
1990-10-01,1990-11-01,PRDTLEEWMOCV4YMIDK4XE6PY,SUBMITTED
1990-11-01,1990-12-01,NLGN2HNCQ3HEL5JP5FBYDK57,SUBMITTED
1990-12-01,1991-01-01,V2MVSODJX3FCMAL5TPRZ54WY,SUBMITTED
1991-01-01,1991-02-01,Y72IVKDSVULD2KKIOYSPY5HR,SUBMITTED
1991-02-01,1991-03-01,BDLOKUV3ZUUEQTLILPJUCLJQ,SUBMITTED
1991-03-01,1991-04-01,SQ7YBFDPF4PDLBR5QPOW7SIO,SUBMITTED
1991-04-01,1991-05-01,NOFDWCB6DV2VXOXFYQJLXD6U,SUBMITTED
1991-05-01,1991-06-01,ZLDZ5HDNUCPCM4FJHPTPGTXI,SUBMITTED
1991-06-01,1991-07-01,ZMFCPXN2T2NY7YN2KA6IKCTC,SUBMITTED
1991-07-01,1991-08-01,CIBUY2PE6IGSGV4JATBXYH42,SUBMITTED
1991-08-01,1991-09-01,M632C455UQDDRAGV3V4N45DV,SUBMITTED
1991-09-01,1991-10-01,GUPC4JVXZFLR43OVA32X3T5L,SUBMITTED
1991-10-01,1991-11-01,DSO36MOCYUQGNASX5IBKQHW4,SUBMITTED
1991-11-01,1991-12-01,SMQW2AA7NQ6W5XRVVNXCIGOZ,SUBMITTED
1991-12-01,1992-01-01,6RJ3N3F4QTNNRWSNCQUMESDA,SUBMITTED
1992-01-01,1992-02-01,RWM4CRMWHEZHRLCHR6SCT3S7,SUBMITTED
1992-02-01,1992-03-01,ZL46UQF4YVFU47JMRIQZOCL6,SUBMITTED
1992-03-01,1992-04-01,PMOI3DSZPGY5555IRUUWVI2D,SUBMITTED
1992-04-01,1992-05-01,HZHJ356EDY4MI72XLQNNMSEZ,SUBMITTED
1992-05-01,1992-06-01,PWOQJRKMBMYZAL2XCGTTHSM2,SUBMITTED
1992-06-01,1992-07-01,TLIV3IAHNMFVP7JJ327LPBO6,SUBMITTED
1992-07-01,1992-08-01,56SKM6Q4WR54DUDVHWUKWMML,SUBMITTED
1992-08-01,1992-09-01,CRUI2ZJ3DPPPIUE3DDFQK6Q7,SUBMITTED
1992-09-01,1992-10-01,I2NDS2OMRJUNHE4Q6CR52PEN,SUBMITTED
1992-10-01,1992-11-01,KAVMO3G3JFEAK3HTARO42LPY,SUBMITTED
1992-11-01,1992-12-01,VURHZAAEEEM5MHFTRLIBHCGC,SUBMITTED
1992-12-01,1993-01-01,BOOYM4EZZUKH5VUENRDLFOSL,SUBMITTED
1993-01-01,1993-02-01,BXAXLBF6W6543GK2Z4FPJGZV,SUBMITTED
1993-02-01,1993-03-01,42XWAURIWS4CF6IGYFIMZOQX,SUBMITTED
1993-03-01,1993-04-01,C3E5KNXXJGZ7244RQIRLF4VR,SUBMITTED
1993-04-01,1993-05-01,2F2MSIPRN53T5L5Y7JF6LTRP,SUBMITTED
1993-05-01,1993-06-01,ZNLB3SKWD7PBY2PBC4AYIABQ,SUBMITTED
1993-06-01,1993-07-01,FLDEX3GVNP5YHXWJBLTKGPA3,SUBMITTED
1993-07-01,1993-08-01,L44VGCHUU7YOUDRFL53QVBUB,SUBMITTED
1993-08-01,1993-09-01,5SDAAITZGAUUKQ46B36OAYPM,SUBMITTED
1993-09-01,1993-10-01,ZPMVNPNOY552YXGPZKIMJJIE,SUBMITTED
1993-10-01,1993-11-01,RVF3RXT6EP6JOE554G24WVOO,SUBMITTED
1993-11-01,1993-12-01,4OEDKMSE3Y2NCG7W7GGLWJCB,SUBMITTED
1993-12-01,1994-01-01,EASI4IP7JUE2LPN64MQRPCA7,SUBMITTED
1994-01-01,1994-02-01,TCZ6NELXTQTO4AL4L35ZTNRD,SUBMITTED
1994-02-01,1994-03-01,JGXLXDFZOYG24FM67ECKFL3W,SUBMITTED
1994-03-01,1994-04-01,KWHKP3PLW7TORZ3W36ITAE4I,SUBMITTED
1994-04-01,1994-05-01,7UP3ECJCBPHAHNWFVMDQE4OZ,SUBMITTED
1994-05-01,1994-06-01,BMNAY4TFKOWG6O5L47NJF4ZG,SUBMITTED
1994-06-01,1994-07-01,34A5PKFHYPPHXRF4HT33EA6Z,SUBMITTED
1994-07-01,1994-08-01,LFIHJ5OONAT7ELKJYBEZMTUD,SUBMITTED
1994-08-01,1994-09-01,2SIAXUDYBU26KXJXKTH73YHY,SUBMITTED
1994-09-01,1994-10-01,Z65BENPLQA2CQDAMPJTTDX53,SUBMITTED
1994-10-01,1994-11-01,LCYWDMLT7EO2HIAET7F6VQW5,SUBMITTED
1994-11-01,1994-12-01,S7ATCW3EVYAIB5MS7T2GUENI,SUBMITTED
1994-12-01,1995-01-01,76LXAHKY2WZNPMJQ7GGYGLJW,SUBMITTED
1995-01-01,1995-02-01,MYOZKCQ3DVTOUPR6OG5YR7F2,SUBMITTED
1995-02-01,1995-03-01,MFJWBHWDRC3L5VCNJ6Z4SP3N,SUBMITTED
1995-03-01,1995-04-01,256DG2T56A4JPTW3W6B2OSJ2,SUBMITTED
1995-04-01,1995-05-01,H3SK7VYSYULAXYT2HWSMKAJO,SUBMITTED
1995-05-01,1995-06-01,FOX5Z47ZTTXUHUR5F75KXSGU,SUBMITTED
1995-06-01,1995-07-01,GWZ3VAEHC4XIIENSS6534X4A,SUBMITTED
1995-07-01,1995-08-01,PPSQ7RQMRLBKWM7RZGGBMJCK,SUBMITTED
1995-08-01,1995-09-01,4L3ULRS4ZTXZL5B46WJSFZFN,SUBMITTED
1995-09-01,1995-10-01,4WDVN42FCXD3PXBOELPG62RG,SUBMITTED
1995-10-01,1995-11-01,VSEHD2C7CCWN5JS5E7YEEO7N,SUBMITTED
1995-11-01,1995-12-01,SHSH4GVJH4IJ6HN4OCBTPWEH,SUBMITTED
1995-12-01,1996-01-01,NJRVMIUHLAYO5LVIOKUWGWD7,SUBMITTED
1996-01-01,1996-02-01,CTK6LYBSYUOEUH5BHOMLNNXM,SUBMITTED
1996-02-01,1996-03-01,ISKXD6BRBVKGUIE4NEMJDEAC,SUBMITTED
1996-03-01,1996-04-01,777RIECC4E5M5PHLLKYR6YHT,SUBMITTED
1996-04-01,1996-05-01,CTQJI2YOSEENJGDBAUV5UZQN,SUBMITTED
1996-05-01,1996-06-01,AUR4KT6X4Z3XL5CDNPAZPCB6,SUBMITTED
1996-06-01,1996-07-01,FRDAGRU5P5PCAOTWJS3IWYVX,SUBMITTED
1996-07-01,1996-08-01,YAW5I3PMSA3I32AHFV5KUFJQ,SUBMITTED
1996-08-01,1996-09-01,HRUQA6UR4CVDKFHDMTA6JXHS,SUBMITTED
1996-09-01,1996-10-01,4EEJDXBQIYT44HPV3PJQUEV4,SUBMITTED
1996-10-01,1996-11-01,6UUPFHP5ULSO6P2D3452TCRH,SUBMITTED
1996-11-01,1996-12-01,QMX7B6ZLYUMLZNVCFZ5WUMQL,SUBMITTED
1996-12-01,1997-01-01,P42QEDLTKDBYDZHAGOM4ASCJ,SUBMITTED
1997-01-01,1997-02-01,LMDGLHBSYIBW7JJO74XL6FYW,SUBMITTED
1997-02-01,1997-03-01,2VG54OUI76QJYQIPEQCS5LVM,SUBMITTED
1997-03-01,1997-04-01,VXT44RHBZMEO6Y2PR2RYTZYT,SUBMITTED
1997-04-01,1997-05-01,UHB725BYJZDIO7TUVR3ISQGU,SUBMITTED
1997-05-01,1997-06-01,CS4BK7BLY4FUJZ2EN7TSYSED,SUBMITTED
1997-06-01,1997-07-01,AGMPNPJUVWIYNNGXWBWVWMT4,SUBMITTED
1997-07-01,1997-08-01,YBQSRWZKLNQ4XHVWLWASRGPN,SUBMITTED
1997-08-01,1997-09-01,6ANIW5MPPPEKPFHCYGPQZPKX,SUBMITTED
1997-09-01,1997-10-01,ZRFXURCNUC5YPL6TX3EM74CF,SUBMITTED
1997-10-01,1997-11-01,2XKCWELPCXNXO4PV5CO323LV,SUBMITTED
1997-11-01,1997-12-01,3VNKNQOIXGECA7GVLX4IKK5J,SUBMITTED
1997-12-01,1998-01-01,JCJIW4L6DNAITS4NZBLWDUPF,SUBMITTED
1998-01-01,1998-02-01,YOYNZENBWEXZPRFTLFQJGMVU,SUBMITTED
1998-02-01,1998-03-01,NNLA7OYM2KFU3HVROWSTI5FP,SUBMITTED
1998-03-01,1998-04-01,NPXSFBKXKC4YR6TBYTFLWPVX,SUBMITTED
1998-04-01,1998-05-01,BD35PV3AE3JXPA7IE77IKUBO,SUBMITTED
1998-05-01,1998-06-01,PKCKMKLB4FV6XNNVJ4FDLQQ7,SUBMITTED
1998-06-01,1998-07-01,BMDSWWNZJC6Q4V5A5XIMX4PJ,SUBMITTED
1998-07-01,1998-08-01,HOKABYKX7CCEYDZRBD35UM5P,SUBMITTED
1998-08-01,1998-09-01,AWZE57YQYSPLFBPJOCIPSRUF,SUBMITTED
1998-09-01,1998-10-01,OWUMMB327ZPZI3OXRMFU3OAC,SUBMITTED
1998-10-01,1998-11-01,FJILXSOKBCRZQSONT65VMNGU,SUBMITTED
1998-11-01,1998-12-01,6YISLXKZ37OKSE7S5XSTLWA3,SUBMITTED
1998-12-01,1999-01-01,CFPUAAOHRFSQIGU3ANEPE7MQ,SUBMITTED
1999-01-01,1999-02-01,OCC4XTWW7TCV66W7WDUWTWNU,SUBMITTED
1999-02-01,1999-03-01,U25C4OE2626ZVHXHLHCKCU5I,SUBMITTED
1999-03-01,1999-04-01,UZA5LMKKXSSCURPEUGTK3UC5,SUBMITTED
1999-04-01,1999-05-01,7Z7R3XD7CH4U3JQC2KDOHTBV,SUBMITTED
1999-05-01,1999-06-01,B2VZKUW64WH3EDOTMLAQBERG,SUBMITTED
1999-06-01,1999-07-01,PKHPXRXNNQ6NSZSNLQKY3NW2,SUBMITTED
1999-07-01,1999-08-01,YHSLLFULH44TFDORUJ4BSLSV,SUBMITTED
1999-08-01,1999-09-01,VRHGZX7PUQZ4Z6CNA2ADVE74,SUBMITTED
1999-09-01,1999-10-01,AK3SRU5I24I5HNJMCJUXTKIN,SUBMITTED
1999-10-01,1999-11-01,7P5SVX37CYQZ3B6GPTYMHULT,SUBMITTED
1999-11-01,1999-12-01,ZHGBNS5FV46NOQKMANMTDGFS,SUBMITTED
1999-12-01,2000-01-01,I7KERFGE2GF7MMGOVBNZ2NNF,SUBMITTED
2000-01-01,2000-02-01,YHTNP75WPJZNAFV4E3G32WW3,SUBMITTED
2000-02-01,2000-03-01,HR6R4OEQLI6P7LSGKEBJDE6N,SUBMITTED
2000-03-01,2000-04-01,PJUEV3LG3AKNWLX4TKPX6Z7I,SUBMITTED
2000-04-01,2000-05-01,EI6S7W2D3QD5NEFZMYQECQ54,SUBMITTED
2000-05-01,2000-06-01,5W5GMFWABGNRSC5CL4EOSOVX,SUBMITTED
2000-06-01,2000-07-01,VKONFKWAAMJK5RP4PEGDHHRA,SUBMITTED
2000-07-01,2000-08-01,LTS5ZU2T5GNPVL444BG5OBBM,SUBMITTED
2000-08-01,2000-09-01,C3FLT3K2CWH6LDGGR4VBXSRW,SUBMITTED
2000-09-01,2000-10-01,KHNUMG6E5EYALTA4OQFHCY5H,SUBMITTED
2000-10-01,2000-11-01,LTZBIZ76WQP3LHJCLECAAAFQ,SUBMITTED
2000-11-01,2000-12-01,62X7APPVRTQJ3IR2NPRS2YR4,SUBMITTED
2000-12-01,2001-01-01,PN7S5VZ5M2ILBAF3D6WQRDWX,SUBMITTED
2001-01-01,2001-02-01,2MNFBYDUXA3V4VR5IOLODPU7,SUBMITTED
2001-02-01,2001-03-01,TRABEOBXBGIDFQS2R22ZBVPD,SUBMITTED
2001-03-01,2001-04-01,U53C3T7TSAVT6YZEWHDFSTSX,SUBMITTED
2001-04-01,2001-05-01,VJ3LS62O7OLD4KRDKHW3I2S7,SUBMITTED
2001-05-01,2001-06-01,D66PGXDB64GAT4FSBBN3MWZR,SUBMITTED
2001-06-01,2001-07-01,YFO5HXQXZRJIJW77I32CSD7D,SUBMITTED
2001-07-01,2001-08-01,7D4YAZ63BYAAK23VR7ZGCH75,SUBMITTED
2001-08-01,2001-09-01,JMHL2BVAXLEMRZZT4NWLO4DT,SUBMITTED
2001-09-01,2001-10-01,R2PNHFFAZMGLNLD6P46EB4XW,SUBMITTED
2001-10-01,2001-11-01,IREA3CTRMAK7UVVU4ACY4PAH,SUBMITTED
2001-11-01,2001-12-01,SNPUMLLVLVFSCI6ZEDZHEQ7Z,SUBMITTED
2001-12-01,2002-01-01,ZY6NEY67NZHIOFMSXPZOFEB7,SUBMITTED
2002-01-01,2002-02-01,PU45QTE4ZPPVCXLNT2GQZVHT,SUBMITTED
2002-02-01,2002-03-01,V3UDHKN34GNZBDXLTS7IX2RX,SUBMITTED
2002-03-01,2002-04-01,O7O3CPAVSG2ETZHVWF37EMGT,SUBMITTED
2002-04-01,2002-05-01,XLCZV5PKHGL3XUJB3YVOR3ZH,SUBMITTED
2002-05-01,2002-06-01,O5LJDFLAE5TGU65PP6XV4S73,SUBMITTED
2002-06-01,2002-07-01,X4UATF4PA45ITY4CYQ6COXRX,SUBMITTED
2002-07-01,2002-08-01,IT4LQY5AOYEFHDMGKTRJJLMX,SUBMITTED
2002-08-01,2002-09-01,PRANBS3A6XCJXELCRBMP6BVP,SUBMITTED
2002-09-01,2002-10-01,QFNM4EZIBOI6UOQODXFPJSYO,SUBMITTED
2002-10-01,2002-11-01,2DOJU55SPKEIV25LBLVQJOGJ,SUBMITTED
2002-11-01,2002-12-01,DPT7TRQ5STFCA2QFGRQ7WSO4,SUBMITTED
2002-12-01,2003-01-01,EIEUYNIIQSKQ2UWFUPMHMS6F,SUBMITTED
2003-01-01,2003-02-01,3D6VG7YMR7JG2RYAT7AXDGAQ,SUBMITTED
2003-02-01,2003-03-01,XKXCGN3G6M6CEIZB473YCA6C,SUBMITTED
2003-03-01,2003-04-01,SRJPZZ6W3ICDY5WBBD5Z27HN,SUBMITTED
2003-04-01,2003-05-01,XBZ77NX6IVHPF4R6QCLTHCHP,SUBMITTED
2003-05-01,2003-06-01,F4TFPU5SYJWJUWHLVI5MTYHK,SUBMITTED
2003-06-01,2003-07-01,DJCSNO3R6JSJM7D5D3CG3RJ6,SUBMITTED
2003-07-01,2003-08-01,EMZ5KLRKAPUACRXVJTGAO2CH,SUBMITTED
2003-08-01,2003-09-01,SQWE2PFNHIKAZY7GH7CK4X3W,SUBMITTED
2003-09-01,2003-10-01,4UWCODJQGKKSDD5A4NKRHCYV,SUBMITTED
2003-10-01,2003-11-01,7M4MMCZNIWFSMLO5IKRVEMEE,SUBMITTED
2003-11-01,2003-12-01,F6JBPRAQ72IADFKZ6Y6BVEGA,SUBMITTED
2003-12-01,2004-01-01,JHAUFCZMSZW332DDCJYVTED4,SUBMITTED
2004-01-01,2004-02-01,RW7FPCJDB3SKZ3GDVSG4Q2NP,SUBMITTED
2004-02-01,2004-03-01,PDVM5MFRZISBBJISBOGW7LIQ,SUBMITTED
2004-03-01,2004-04-01,VKFKHKDRJND6Q6DVG6R3C6J2,SUBMITTED
2004-04-01,2004-05-01,LL6NPQJ3YKB5ST7P2QORHNK2,SUBMITTED
2004-05-01,2004-06-01,27VP3OS6JEYWIYIM3DQDB7O5,SUBMITTED
2004-06-01,2004-07-01,CXEX37YMQGO7OO23Z3PAJNIS,SUBMITTED
2004-07-01,2004-08-01,RTL3I65R3D6ZUIFSTJPSSY57,SUBMITTED
2004-08-01,2004-09-01,GQ6AUCUFZBKAULYEIRDA4MVE,SUBMITTED
2004-09-01,2004-10-01,B6TWNP3MNRB6KQNTKLAIP7SB,SUBMITTED
2004-10-01,2004-11-01,H5OSGEWUOOUBSMKQ72KASIU3,SUBMITTED
2004-11-01,2004-12-01,DNY2ZYPP6NYKBIPW5YDMZ4JT,SUBMITTED
2004-12-01,2005-01-01,2VHAL5G47L6P43LLN2WNTIXV,SUBMITTED
2005-01-01,2005-02-01,MQXSYC7HO7PGNJUYGGP765YF,SUBMITTED
2005-02-01,2005-03-01,BPGC7TEOYDZME3AHJDZHY4VH,SUBMITTED
2005-03-01,2005-04-01,CX6IVZPYTQKIBJFFQQEEI4JQ,SUBMITTED
2005-04-01,2005-05-01,CK7QEARSPNSXNR2LSGXVBXRJ,SUBMITTED
2005-05-01,2005-06-01,4BJ6C7GOINVZ5MXQ7UE54BJQ,SUBMITTED
2005-06-01,2005-07-01,HFPKX7DYATETSDFFERVQAXJZ,SUBMITTED
2005-07-01,2005-08-01,WPPOQEYHEUMREDITRMRNSOT3,SUBMITTED
2005-08-01,2005-09-01,7CDUGEVYHKUGU3KKI6C5N4M5,SUBMITTED
2005-09-01,2005-10-01,BD4TKP4ZGU3NSUAKSNPM7Z34,SUBMITTED
2005-10-01,2005-11-01,5LMU45RO7N376L7BFEVJPIFV,SUBMITTED
2005-11-01,2005-12-01,QPWRM6TBNMNE4GAKQEPSR7Z7,SUBMITTED
2005-12-01,2006-01-01,XRPLP62LY35X62GNDCUBB64H,SUBMITTED
